StudentID,Date,Subject,Present,4501
1021,4/27/2025,Electronics,1,
1022,1/4/2025,SQL,0,
1022,1/13/2025,Python,1,
1022,1/15/2025,Data Science,1,
1022,1/18/2025,SQL,1,
1022,1/25/2025,Data Science,1,
1022,1/27/2025,Electronics,1,
1022,2/4/2025,SQL,1,
1022,2/11/2025,Data Science,1,
1022,2/12/2025,SQL,1,
1022,2/12/2025,Electronics,1,
1022,3/9/2025,Electronics,1,
1022,3/16/2025,Data Science,0,
1022,3/27/2025,Java,0,
1022,4/17/2025,Electronics,1,
1022,4/28/2025,Python,1,
1023,1/9/2025,SQL,1,
1023,1/10/2025,SQL,1,
1023,1/13/2025,Electronics,1,
1023,1/19/2025,Data Science,1,
1023,2/5/2025,SQL,1,
1023,2/6/2025,Data Science,1,
1023,2/11/2025,Python,1,
1023,2/14/2025,SQL,0,
1023,2/17/2025,Electronics,1,
1023,3/15/2025,Python,0,
1023,3/19/2025,Electronics,1,
1023,4/2/2025,Java,1,
1023,4/9/2025,Data Science,1,
1023,4/24/2025,Electronics,0,
1023,4/29/2025,Electronics,0,
1024,1/7/2025,Electronics,1,
1024,1/8/2025,Python,1,
1024,1/8/2025,SQL,1,
1024,1/25/2025,SQL,1,
1024,2/10/2025,Data Science,1,
1024,2/11/2025,Electronics,1,
1024,2/13/2025,Java,1,
1024,2/13/2025,Electronics,1,
1024,3/1/2025,Java,1,
1024,3/1/2025,SQL,1,
1024,3/27/2025,SQL,1,
1024,4/7/2025,Data Science,0,
1024,4/12/2025,SQL,1,
1024,4/19/2025,Data Science,0,
1024,4/23/2025,Java,1,
1025,1/2/2025,Python,1,
1025,1/12/2025,Data Science,1,
1025,1/14/2025,Data Science,1,
1025,1/22/2025,SQL,1,
1025,1/30/2025,Electronics,0,
1025,1/30/2025,Electronics,0,
1025,2/1/2025,Python,1,
1025,2/13/2025,SQL,1,
1025,2/24/2025,SQL,0,
1025,2/24/2025,Data Science,1,
1025,3/17/2025,Data Science,1,
1025,3/18/2025,Electronics,1,
1025,3/28/2025,Data Science,0,
1025,4/25/2025,Electronics,1,
1025,4/30/2025,Data Science,1,
1026,1/6/2025,Java,1,
1026,1/15/2025,Data Science,1,
1026,1/25/2025,Electronics,1,
1026,1/30/2025,SQL,1,
1026,2/4/2025,SQL,0,
1026,2/4/2025,SQL,1,
1026,2/11/2025,SQL,1,
1026,2/21/2025,SQL,1,
1026,2/21/2025,Python,1,
1026,2/24/2025,Java,1,
1026,3/14/2025,Python,1,
1026,3/23/2025,SQL,1,
1026,3/26/2025,SQL,1,
1026,4/16/2025,Data Science,1,
1026,4/24/2025,Electronics,1,
1027,1/2/2025,Data Science,1,
1027,1/9/2025,Java,0,
1027,1/11/2025,SQL,0,
1027,1/12/2025,Data Science,1,
1027,1/13/2025,Electronics,0,
1027,1/21/2025,SQL,1,
1027,1/31/2025,Java,1,
1027,2/3/2025,SQL,1,
1027,2/5/2025,Python,1,
1027,2/23/2025,Electronics,1,
1027,2/25/2025,Python,1,
1027,3/1/2025,Electronics,0,
1027,3/19/2025,Data Science,1,
1027,3/20/2025,Data Science,0,
1027,4/9/2025,Python,1,
1028,1/4/2025,Python,1,
1028,1/5/2025,SQL,0,
1028,1/16/2025,Data Science,1,
1028,1/21/2025,Electronics,1,
1028,1/27/2025,Data Science,1,
1028,1/28/2025,Java,0,
1028,2/7/2025,SQL,0,
1028,2/14/2025,Data Science,1,
1028,2/21/2025,Electronics,1,
1028,2/27/2025,Electronics,1,
1028,3/12/2025,Electronics,1,
1028,3/26/2025,SQL,1,
1028,3/26/2025,Electronics,1,
1028,4/23/2025,Data Science,1,
1028,4/26/2025,Electronics,1,
1029,1/21/2025,Data Science,1,
1029,1/21/2025,SQL,1,
1029,2/1/2025,Data Science,1,
1029,2/3/2025,Data Science,1,
1029,2/10/2025,Python,1,
1029,2/17/2025,Electronics,1,
1029,2/21/2025,Electronics,1,
1029,3/1/2025,Electronics,0,
1029,3/23/2025,Java,1,
1029,3/27/2025,Python,1,
1029,4/14/2025,Electronics,1,
1029,4/15/2025,Python,1,
1029,4/24/2025,SQL,1,
1029,4/27/2025,SQL,0,
1029,4/29/2025,SQL,1,
1030,1/5/2025,Data Science,1,
1030,1/5/2025,Electronics,1,
1030,1/8/2025,Python,1,
1030,1/15/2025,Java,1,
1030,1/28/2025,Java,0,
1030,2/5/2025,Data Science,1,
1030,2/10/2025,Python,1,
1030,2/20/2025,Java,0,
1030,2/27/2025,Data Science,1,
1030,3/3/2025,SQL,1,
1030,3/20/2025,SQL,0,
1030,3/28/2025,Java,1,
1030,4/6/2025,SQL,0,
1030,4/6/2025,Data Science,1,
1030,4/11/2025,Electronics,0,
1031,1/2/2025,Electronics,1,
1031,1/10/2025,Python,1,
1031,1/21/2025,Data Science,0,
1031,2/5/2025,Data Science,1,
1031,2/15/2025,Python,1,
1031,2/16/2025,SQL,1,
1031,2/24/2025,Python,1,
1031,2/28/2025,Data Science,1,
1031,3/26/2025,Data Science,0,
1031,3/27/2025,Java,1,
1031,4/2/2025,Electronics,1,
1031,4/5/2025,Data Science,0,
1031,4/9/2025,SQL,1,
1031,4/24/2025,Data Science,1,
1031,4/29/2025,Python,1,
1032,1/2/2025,Electronics,1,
1032,1/3/2025,Java,0,
1032,1/3/2025,Python,1,
1032,1/30/2025,Data Science,1,
1032,2/5/2025,SQL,1,
1032,2/6/2025,Electronics,1,
1032,2/10/2025,Electronics,1,
1032,2/13/2025,Electronics,1,
1032,2/15/2025,Java,0,
1032,2/21/2025,Java,1,
1032,3/13/2025,Python,1,
1032,3/20/2025,Java,0,
1032,3/30/2025,SQL,1,
1032,4/9/2025,SQL,1,
1032,4/11/2025,SQL,1,
1033,1/3/2025,Electronics,1,
1033,1/4/2025,Electronics,1,
1033,1/10/2025,Java,0,
1033,1/14/2025,Python,1,
1033,1/19/2025,Data Science,1,
1033,1/20/2025,Java,1,
1033,1/24/2025,SQL,1,
1033,2/14/2025,Data Science,1,
1033,2/15/2025,Data Science,0,
1033,2/23/2025,Data Science,1,
1033,2/24/2025,Data Science,1,
1033,3/12/2025,Data Science,1,
1033,4/5/2025,Java,1,
1033,4/12/2025,Electronics,0,
1033,4/13/2025,Electronics,0,
1034,1/3/2025,Electronics,1,
1034,1/9/2025,SQL,1,
1034,1/18/2025,Data Science,0,
1034,1/20/2025,Java,1,
1034,2/2/2025,Python,1,
1034,2/16/2025,Data Science,1,
1034,2/18/2025,Java,0,
1034,2/26/2025,Data Science,1,
1034,3/5/2025,Java,1,
1034,4/2/2025,Java,1,
1034,4/4/2025,Electronics,1,
1034,4/10/2025,Python,1,
1034,4/12/2025,Electronics,1,
1034,4/19/2025,Data Science,1,
1034,4/26/2025,Electronics,1,
1035,1/14/2025,SQL,1,
1035,1/24/2025,Python,0,
1035,2/5/2025,Electronics,0,
1035,2/6/2025,Data Science,1,
1035,2/8/2025,SQL,1,
1035,2/10/2025,Data Science,0,
1035,2/11/2025,Java,1,
1035,2/23/2025,SQL,1,
1035,2/26/2025,Data Science,1,
1035,3/15/2025,Electronics,1,
1035,3/31/2025,Data Science,0,
1035,4/2/2025,Java,1,
1035,4/18/2025,SQL,1,
1035,4/19/2025,Java,1,
1035,4/25/2025,Electronics,1,
1036,1/21/2025,SQL,0,
1036,2/10/2025,Python,0,
1036,2/17/2025,Electronics,0,
1036,2/18/2025,Java,1,
1036,2/19/2025,Python,1,
1036,3/9/2025,SQL,0,
1036,3/11/2025,Data Science,0,
1036,3/11/2025,SQL,1,
1036,3/16/2025,Data Science,0,
1036,3/26/2025,Data Science,1,
1036,3/27/2025,Python,1,
1036,3/28/2025,SQL,0,
1036,4/10/2025,Java,0,
1036,4/17/2025,Python,1,
1036,4/18/2025,Python,1,
1037,2/9/2025,Data Science,1,
1037,2/27/2025,Java,0,
1037,3/2/2025,Electronics,1,
1037,3/5/2025,Electronics,0,
1037,3/9/2025,Data Science,1,
1037,3/11/2025,SQL,1,
1037,3/26/2025,Electronics,1,
1037,3/27/2025,Python,1,
1037,3/27/2025,Data Science,0,
1037,4/8/2025,Java,1,
1037,4/9/2025,Java,1,
1037,4/15/2025,SQL,1,
1037,4/22/2025,Python,1,
1037,4/26/2025,Data Science,1,
1037,4/30/2025,Electronics,1,
1038,1/3/2025,Data Science,1,
1038,1/11/2025,Data Science,1,
1038,1/24/2025,Data Science,1,
1038,1/27/2025,SQL,0,
1038,2/5/2025,Electronics,1,
1038,2/12/2025,Java,1,
1038,2/17/2025,SQL,0,
1038,2/21/2025,Python,1,
1038,2/24/2025,Python,1,
1038,3/21/2025,Java,1,
1038,3/25/2025,Data Science,0,
1038,4/12/2025,Python,1,
1038,4/23/2025,SQL,0,
1038,4/26/2025,Java,0,
1038,4/29/2025,Electronics,1,
1039,1/3/2025,Python,0,
1039,1/5/2025,Java,0,
1039,1/11/2025,SQL,1,
1039,1/12/2025,Java,1,
1039,1/13/2025,SQL,0,
1039,1/16/2025,Python,1,
1039,1/20/2025,SQL,1,
1039,2/17/2025,Java,1,
1039,2/19/2025,Java,1,
1039,4/3/2025,Python,1,
1039,4/4/2025,Java,1,
1039,4/12/2025,SQL,1,
1039,4/18/2025,Python,1,
1039,4/29/2025,Electronics,1,
1039,4/29/2025,Java,1,
1040,1/1/2025,Java,1,
1040,1/11/2025,Java,1,
1040,1/14/2025,Data Science,1,
1040,1/25/2025,Electronics,0,
1040,1/28/2025,SQL,0,
1040,1/28/2025,Python,1,
1040,1/30/2025,SQL,1,
1040,2/10/2025,Java,1,
1040,2/17/2025,Python,1,
1040,2/27/2025,Java,1,
1040,3/7/2025,Java,1,
1040,3/25/2025,Electronics,1,
1040,3/26/2025,Java,0,
1040,4/8/2025,Java,1,
1040,4/27/2025,Electronics,1,
1041,1/6/2025,Java,0,
1041,1/22/2025,Python,1,
1041,1/25/2025,SQL,1,
1041,2/7/2025,Electronics,1,
1041,2/8/2025,Python,1,
1041,2/15/2025,Data Science,1,
1041,2/16/2025,Data Science,0,
1041,2/20/2025,Java,1,
1041,2/28/2025,Java,1,
1041,3/3/2025,Java,1,
1041,3/12/2025,Python,1,
1041,3/14/2025,Data Science,0,
1041,3/18/2025,SQL,1,
1041,3/19/2025,Java,1,
1041,4/29/2025,Python,1,
1042,1/9/2025,Data Science,1,
1042,1/21/2025,Electronics,1,
1042,2/9/2025,Python,1,
1042,2/10/2025,Data Science,0,
1042,2/17/2025,Data Science,1,
1042,2/24/2025,Electronics,1,
1042,3/5/2025,Python,1,
1042,3/5/2025,SQL,1,
1042,3/30/2025,Java,0,
1042,4/2/2025,SQL,1,
1042,4/8/2025,Python,0,
1042,4/11/2025,Java,1,
1042,4/15/2025,Java,1,
1042,4/20/2025,Python,1,
1042,4/27/2025,Electronics,1,
1043,1/1/2025,Python,0,
1043,1/21/2025,Java,1,
1043,1/22/2025,Data Science,1,
1043,1/27/2025,Java,1,
1043,1/29/2025,Java,1,
1043,2/3/2025,Java,1,
1043,2/4/2025,Electronics,1,
1043,2/15/2025,Python,1,
1043,2/21/2025,Electronics,0,
1043,3/2/2025,Data Science,1,
1043,3/6/2025,Python,1,
1043,3/12/2025,Data Science,0,
1043,3/27/2025,Data Science,1,
1043,3/28/2025,Data Science,1,
1043,4/23/2025,Java,0,
1044,1/11/2025,Electronics,1,
1044,1/19/2025,Data Science,1,
1044,1/21/2025,Java,1,
1044,2/12/2025,Data Science,0,
1044,2/14/2025,Python,1,
1044,2/18/2025,Electronics,1,
1044,2/18/2025,Python,1,
1044,2/18/2025,Python,1,
1044,2/24/2025,Python,0,
1044,3/2/2025,Electronics,1,
1044,3/2/2025,Python,1,
1044,3/5/2025,SQL,1,
1044,3/5/2025,Java,0,
1044,3/31/2025,Electronics,1,
1044,4/15/2025,Python,1,
1045,1/3/2025,Data Science,1,
1045,1/8/2025,Python,1,
1045,1/10/2025,SQL,0,
1045,2/5/2025,SQL,0,
1045,2/18/2025,Data Science,1,
1045,3/4/2025,Electronics,1,
1045,3/7/2025,Data Science,1,
1045,3/7/2025,Java,1,
1045,3/14/2025,Python,0,
1045,3/28/2025,Electronics,1,
1045,4/13/2025,Data Science,1,
1045,4/21/2025,Data Science,1,
1045,4/23/2025,Python,1,
1045,4/25/2025,Python,1,
1045,4/27/2025,SQL,1,
1046,1/3/2025,SQL,0,
1046,1/12/2025,Java,1,
1046,1/24/2025,SQL,0,
1046,1/30/2025,Data Science,1,
1046,2/1/2025,Java,1,
1046,2/6/2025,Data Science,0,
1046,2/7/2025,Data Science,1,
1046,2/13/2025,Python,1,
1046,2/14/2025,Python,1,
1046,2/24/2025,Electronics,1,
1046,2/26/2025,Data Science,1,
1046,4/5/2025,Python,1,
1046,4/11/2025,Electronics,1,
1046,4/14/2025,Java,1,
1046,4/17/2025,SQL,1,
1047,1/18/2025,Data Science,0,
1047,1/19/2025,Electronics,1,
1047,1/30/2025,SQL,1,
1047,1/31/2025,Data Science,0,
1047,2/14/2025,Data Science,0,
1047,2/15/2025,Java,1,
1047,2/18/2025,Python,1,
1047,2/19/2025,Electronics,1,
1047,2/25/2025,Data Science,1,
1047,2/28/2025,Electronics,1,
1047,3/6/2025,Python,1,
1047,3/10/2025,SQL,1,
1047,3/29/2025,Java,1,
1047,4/16/2025,Java,0,
1047,4/21/2025,Java,1,
1048,2/1/2025,Electronics,0,
1048,2/4/2025,Data Science,1,
1048,2/6/2025,SQL,1,
1048,2/20/2025,Java,1,
1048,2/20/2025,Electronics,1,
1048,2/28/2025,Data Science,0,
1048,3/14/2025,Python,0,
1048,4/2/2025,Electronics,1,
1048,4/6/2025,Data Science,1,
1048,4/13/2025,Data Science,1,
1048,4/15/2025,Python,1,
1048,4/18/2025,Electronics,1,
1048,4/19/2025,Electronics,1,
1048,4/21/2025,SQL,1,
1048,4/23/2025,Electronics,1,
1049,1/8/2025,Data Science,1,
1049,1/11/2025,Electronics,1,
1049,1/12/2025,Python,1,
1049,1/19/2025,Electronics,1,
1049,1/23/2025,Java,1,
1049,1/26/2025,Data Science,1,
1049,2/25/2025,Data Science,1,
1049,3/5/2025,Java,1,
1049,3/16/2025,Python,1,
1049,3/23/2025,Python,1,
1049,4/6/2025,SQL,1,
1049,4/11/2025,Data Science,1,
1049,4/13/2025,Data Science,0,
1049,4/25/2025,SQL,1,
1049,4/28/2025,Electronics,1,
1050,1/8/2025,SQL,1,
1050,1/10/2025,SQL,1,
1050,1/21/2025,Data Science,1,
1050,1/24/2025,Java,1,
1050,2/4/2025,Python,0,
1050,2/14/2025,Python,1,
1050,2/16/2025,Electronics,1,
1050,2/20/2025,Data Science,1,
1050,2/22/2025,Java,1,
1050,2/26/2025,Java,1,
1050,3/8/2025,Java,0,
1050,3/12/2025,Java,1,
1050,3/21/2025,SQL,1,
1050,4/3/2025,Java,1,
1050,4/7/2025,Java,1,
1051,1/1/2025,Data Science,1,
1051,1/3/2025,Data Science,1,
1051,1/5/2025,Data Science,1,
1051,1/13/2025,Data Science,1,
1051,1/25/2025,Electronics,1,
1051,2/6/2025,Electronics,1,
1051,3/1/2025,SQL,0,
1051,3/4/2025,Python,1,
1051,3/7/2025,Python,1,
1051,3/8/2025,Java,0,
1051,3/19/2025,Data Science,1,
1051,3/24/2025,Java,1,
1051,4/6/2025,SQL,0,
1051,4/12/2025,Java,1,
1051,4/16/2025,Data Science,1,
1052,1/13/2025,Electronics,1,
1052,1/17/2025,Python,1,
1052,1/19/2025,Python,1,
1052,1/22/2025,Data Science,0,
1052,1/31/2025,Python,1,
1052,1/31/2025,SQL,0,
1052,2/1/2025,SQL,1,
1052,2/18/2025,Python,0,
1052,3/13/2025,Data Science,1,
1052,3/28/2025,SQL,1,
1052,4/3/2025,SQL,1,
1052,4/8/2025,Java,1,
1052,4/13/2025,Electronics,1,
1052,4/24/2025,SQL,1,
1052,4/26/2025,Electronics,1,
1053,1/11/2025,Python,1,
1053,1/17/2025,SQL,0,
1053,1/25/2025,Python,0,
1053,1/28/2025,Java,1,
1053,1/29/2025,Python,1,
1053,2/3/2025,Data Science,1,
1053,2/13/2025,Python,0,
1053,2/18/2025,Data Science,1,
1053,2/19/2025,Python,1,
1053,3/23/2025,Java,1,
1053,3/26/2025,Electronics,1,
1053,3/27/2025,Python,0,
1053,3/30/2025,SQL,0,
1053,4/11/2025,Python,1,
1053,4/17/2025,Java,1,
1054,1/2/2025,Python,1,
1054,1/9/2025,Data Science,1,
1054,1/28/2025,Data Science,0,
1054,1/28/2025,Python,1,
1054,2/11/2025,Python,1,
1054,2/17/2025,Data Science,1,
1054,2/18/2025,SQL,1,
1054,3/12/2025,Python,0,
1054,3/16/2025,Python,1,
1054,3/24/2025,Java,1,
1054,3/28/2025,Electronics,0,
1054,4/9/2025,SQL,1,
1054,4/9/2025,Data Science,0,
1054,4/11/2025,Electronics,1,
1054,4/17/2025,Java,1,
1055,1/2/2025,Python,0,
1055,1/6/2025,Electronics,1,
1055,1/10/2025,Java,1,
1055,1/13/2025,Electronics,1,
1055,1/28/2025,Python,1,
1055,2/16/2025,Electronics,1,
1055,2/22/2025,SQL,1,
1055,2/24/2025,SQL,1,
1055,2/26/2025,Data Science,0,
1055,2/27/2025,Data Science,0,
1055,4/4/2025,Python,0,
